source_document,year,code,description,amount_type,amount_kwacha
Annual-Detailed-Budget-2022.pdf,2022,,Sub Total,MARCH,76130.86
Annual-Detailed-Budget-2022.pdf,2022,,Sub Total,CUMMULATIVE JAN - MARCH,322672.61
Annual-Detailed-Budget-2022.pdf,2022,,Sub Total,APRIL,40250.5
Annual-Detailed-Budget-2022.pdf,2022,,Sub Total,MAY,20993.87
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,APPROVED BUDGET,582500.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,QUARTERLY BUDGETORY PROVISION,145625.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,JANUARY,102075.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,FEBRUARY,36096.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,MARCH,22580.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,CUMMULATIVE JAN - MARCH,160751.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,APRIL,2700.0
Annual-Detailed-Budget-2022.pdf,2022,155001,Health Permits,MAY,10755.0
Annual-Detailed-Budget-2022.pdf,2022,155002,Permit for opaque beer,JANUARY,2260.0
Annual-Detailed-Budget-2022.pdf,2022,155002,Permit for opaque beer,MARCH,500.0
Annual-Detailed-Budget-2022.pdf,2022,155002,Permit for opaque beer,CUMMULATIVE JAN - MARCH,2760.0
Annual-Detailed-Budget-2022.pdf,2022,155003,Herbalists,APPROVED BUDGET,750.0
Annual-Detailed-Budget-2022.pdf,2022,155003,Herbalists,QUARTERLY BUDGETORY PROVISION,187.5
Annual-Detailed-Budget-2022.pdf,2022,155003,Herbalists,FEBRUARY,490.0
Annual-Detailed-Budget-2022.pdf,2022,155003,Herbalists,CUMMULATIVE JAN - MARCH,490.0
Annual-Detailed-Budget-2022.pdf,2022,155004,transportation of milk/bakery/eggs,APPROVED BUDGET,26400.0
Annual-Detailed-Budget-2022.pdf,2022,155004,transportation of milk/bakery/eggs,QUARTERLY BUDGETORY PROVISION,6600.0
Annual-Detailed-Budget-2022.pdf,2022,155007,"Nursery, pre-school permits",APPROVED BUDGET,54000.0
Annual-Detailed-Budget-2022.pdf,2022,155007,"Nursery, pre-school permits",QUARTERLY BUDGETORY PROVISION,13500.0
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,APPROVED BUDGET,347000.0
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,QUARTERLY BUDGETORY PROVISION,86750.0
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,JANUARY,24760.88
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,FEBRUARY,9201.0
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,MARCH,14245.86
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,CUMMULATIVE JAN - MARCH,48207.74
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,APRIL,24870.0
Annual-Detailed-Budget-2022.pdf,2022,155008,Burial permits and grave sites,MAY,21395.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,APPROVED BUDGET,364700.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,QUARTERLY BUDGETORY PROVISION,91175.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,JANUARY,59600.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,FEBRUARY,68681.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,MARCH,15446.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,CUMMULATIVE JAN - MARCH,143727.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,APRIL,4340.0
Annual-Detailed-Budget-2022.pdf,2022,155009,Fire Certificate,MAY,10482.0
Annual-Detailed-Budget-2022.pdf,2022,155010,Extension of business hours permits,APPROVED BUDGET,3600.0
Annual-Detailed-Budget-2022.pdf,2022,155010,Extension of business hours permits,QUARTERLY BUDGETORY PROVISION,900.0
Annual-Detailed-Budget-2022.pdf,2022,155012,Public permits(Social gatherings),APPROVED BUDGET,24000.0
Annual-Detailed-Budget-2022.pdf,2022,155012,Public permits(Social gatherings),QUARTERLY BUDGETORY PROVISION,6000.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,APPROVED BUDGET,87660.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,QUARTERLY BUDGETORY PROVISION,21915.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,JANUARY,4532.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,FEBRUARY,6899.9
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,MARCH,3160.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,CUMMULATIVE JAN - MARCH,14591.9
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,APRIL,3510.0
Annual-Detailed-Budget-2022.pdf,2022,155099,Other perrmits,MAY,6440.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APPROVED BUDGET,1490610.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,QUARTERLY BUDGETORY PROVISION,372652.5
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,JANUARY,193227.88
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,FEBRUARY,121367.9
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MARCH,55931.86
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,CUMMULATIVE JAN - MARCH,370527.64
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APRIL,35420.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MAY,49072.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,APPROVED BUDGET,50000.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,QUARTERLY BUDGETORY PROVISION,12500.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,JANUARY,3000.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,MARCH,100.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,CUMMULATIVE JAN - MARCH,3100.0
Annual-Detailed-Budget-2022.pdf,2022,156001,Service charges-Residential plots,APRIL,3500.0
Annual-Detailed-Budget-2022.pdf,2022,156002,Service charges - Industrial plots,APPROVED BUDGET,1112500.0
Annual-Detailed-Budget-2022.pdf,2022,156002,Service charges - Industrial plots,QUARTERLY BUDGETORY PROVISION,278125.0
Annual-Detailed-Budget-2022.pdf,2022,156002,Service charges - Industrial plots,MARCH,50191.5
Annual-Detailed-Budget-2022.pdf,2022,156002,Service charges - Industrial plots,CUMMULATIVE JAN - MARCH,50191.5
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,APPROVED BUDGET,2325000.0
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,QUARTERLY BUDGETORY PROVISION,581250.0
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,JANUARY,54903.0
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,FEBRUARY,56850.0
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,MARCH,53768.5
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,CUMMULATIVE JAN - MARCH,165521.5
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,APRIL,78300.0
Annual-Detailed-Budget-2022.pdf,2022,156003,Premium Plot- Residential,MAY,150150.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,APPROVED BUDGET,1250000.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,QUARTERLY BUDGETORY PROVISION,312500.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,JANUARY,4050.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,FEBRUARY,13450.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,MARCH,54550.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,CUMMULATIVE JAN - MARCH,72050.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,APRIL,38850.0
Annual-Detailed-Budget-2022.pdf,2022,156004,Premium Plot - Commercial,MAY,48850.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,JANUARY,1966.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,FEBRUARY,5031.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,MARCH,4480.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,CUMMULATIVE JAN - MARCH,11477.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,APRIL,6772.0
Annual-Detailed-Budget-2022.pdf,2022,156099,Other charges,MAY,1785.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APPROVED BUDGET,4737500.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,QUARTERLY BUDGETORY PROVISION,1184375.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,JANUARY,63919.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,FEBRUARY,75331.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MARCH,163090.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,CUMMULATIVE JAN - MARCH,302340.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APRIL,127422.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MAY,200785.0
Annual-Detailed-Budget-2022.pdf,2022,157001,Interest on investments,APPROVED BUDGET,20000.0
Annual-Detailed-Budget-2022.pdf,2022,157001,Interest on investments,QUARTERLY BUDGETORY PROVISION,5000.0
Annual-Detailed-Budget-2022.pdf,2022,157002,Profit from Council Ventures,APPROVED BUDGET,100000.0
Annual-Detailed-Budget-2022.pdf,2022,157002,Profit from Council Ventures,QUARTERLY BUDGETORY PROVISION,25000.0
Annual-Detailed-Budget-2022.pdf,2022,157003,Donations,APPROVED BUDGET,36000.0
Annual-Detailed-Budget-2022.pdf,2022,157003,Donations,QUARTERLY BUDGETORY PROVISION,9000.0
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,APPROVED BUDGET,10200.0
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,QUARTERLY BUDGETORY PROVISION,2550.0
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,MARCH,45231.49
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,CUMMULATIVE JAN - MARCH,45231.49
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,APRIL,30.0
Annual-Detailed-Budget-2022.pdf,2022,157099,Other income,MAY,320.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APPROVED BUDGET,166200.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,QUARTERLY BUDGETORY PROVISION,41550.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MARCH,45231.49
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,CUMMULATIVE JAN - MARCH,45231.49
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APRIL,30.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MAY,320.0
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,APPROVED BUDGET,51400000.0
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,QUARTERLY BUDGETORY PROVISION,12850000.0
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,JANUARY,8607.56
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,FEBRUARY,1279981.94
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,MARCH,10340909.56
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,CUMMULATIVE JAN - MARCH,11629499.06
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,APRIL,1309095.87
Annual-Detailed-Budget-2022.pdf,2022,158001,Contituency Deveopent Fund,MAY,40360.67
Annual-Detailed-Budget-2022.pdf,2022,158002,Grant in Liue of rates,MAY,150000.0
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,APPROVED BUDGET,13592580.0
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,QUARTERLY BUDGETORY PROVISION,3398145.0
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,FEBRUARY,2121123.36
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,MARCH,964228.18
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,CUMMULATIVE JAN - MARCH,3085351.54
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,APRIL,978640.57
Annual-Detailed-Budget-2022.pdf,2022,158003,Recurrent grant - LGEF,MAY,1014300.61
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APPROVED BUDGET,64992580.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,QUARTERLY BUDGETORY PROVISION,16248145.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,JANUARY,8607.56
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,FEBRUARY,3401105.3
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MARCH,11305137.74
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,CUMMULATIVE JAN - MARCH,14714850.6
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APRIL,2287736.44
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MAY,1204661.28
Annual-Detailed-Budget-2022.pdf,2022,321030,Trade debtors/Commercial Venture,APPROVED BUDGET,1166700.0
Annual-Detailed-Budget-2022.pdf,2022,321030,Trade debtors/Commercial Venture,QUARTERLY BUDGETORY PROVISION,291675.0
Annual-Detailed-Budget-2022.pdf,2022,321030,Trade debtors/Commercial Venture,JANUARY,4650.0
Annual-Detailed-Budget-2022.pdf,2022,321030,Trade debtors/Commercial Venture,MARCH,600.0
Annual-Detailed-Budget-2022.pdf,2022,321030,Trade debtors/Commercial Venture,CUMMULATIVE JAN - MARCH,5250.0
Annual-Detailed-Budget-2022.pdf,2022,321040,Rates debtors,APPROVED BUDGET,3455010.74
Annual-Detailed-Budget-2022.pdf,2022,321040,Rates debtors,QUARTERLY BUDGETORY PROVISION,863752.69
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,APPROVED BUDGET,4621710.74
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,QUARTERLY BUDGETORY PROVISION,1155427.69
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,JANUARY,4650.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,MARCH,600.0
Annual-Detailed-Budget-2022.pdf,2022,,Sub total,CUMMULATIVE JAN - MARCH,5250.0
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,APPROVED BUDGET,120701408.0
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,QUARTERLY BUDGETORY PROVISION,30175352.0
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,JANUARY,5707587.15
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,FEBRUARY,8187097.68
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,MARCH,14636263.34
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,CUMMULATIVE JAN - MARCH,28530948.17
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,APRIL,5597689.63
Annual-Detailed-Budget-2022.pdf,2022,,GRAND TOTAL INCOME,MAY,4339754.41
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,APPROVED BUDGET,275490.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,QUARTERLY BUDGETORY PROVISION,68872.5
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,JANUARY,15305.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,FEBRUARY,30610.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,MARCH,15305.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,CUMMULATIVE JAN - MARCH,61220.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,APRIL,15305.0
Annual-Detailed-Budget-2022.pdf,2022,211310,Management,MAY,15305.0
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,APPROVED BUDGET,6195812.07
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,QUARTERLY BUDGETORY PROVISION,1548953.02
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,JANUARY,497685.31
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,FEBRUARY,1161753.72
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,MARCH,634519.6
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,CUMMULATIVE JAN - MARCH,2293958.63
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,APRIL,293798.38
Annual-Detailed-Budget-2022.pdf,2022,211320,Salaries Div I,MAY,412638.27
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,APPROVED BUDGET,6023812.59
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,QUARTERLY BUDGETORY PROVISION,1505953.15
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,JANUARY,842750.17
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,FEBRUARY,589675.27
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,MARCH,674770.83
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,CUMMULATIVE JAN - MARCH,2107196.27
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,APRIL,653096.99
Annual-Detailed-Budget-2022.pdf,2022,211330,Salaries Div II,MAY,173729.32
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,APPROVED BUDGET,6088668.41
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,QUARTERLY BUDGETORY PROVISION,1522167.1
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,JANUARY,1001196.29
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,FEBRUARY,498007.51
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,MARCH,597439.59
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,CUMMULATIVE JAN - MARCH,2096643.39
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,APRIL,620076.3
Annual-Detailed-Budget-2022.pdf,2022,211340,Salaries Div III,MAY,570954.73
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,APPROVED BUDGET,495369.48
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,QUARTERLY BUDGETORY PROVISION,123842.37
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,JANUARY,52540.0
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,FEBRUARY,36264.0
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,MARCH,36272.0
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,CUMMULATIVE JAN - MARCH,125076.0
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,APRIL,73770.0
Annual-Detailed-Budget-2022.pdf,2022,211350,Contractual wages,MAY,66356.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,APPROVED BUDGET,1080000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,QUARTERLY BUDGETORY PROVISION,270000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,JANUARY,180000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,FEBRUARY,90000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,MARCH,90000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,CUMMULATIVE JAN - MARCH,360000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,APRIL,93000.0
Annual-Detailed-Budget-2022.pdf,2022,211360,Councillors allowances,MAY,93000.0
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,APPROVED BUDGET,13440752.16
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,QUARTERLY BUDGETORY PROVISION,3360188.04
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,JANUARY,1335928.82
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,FEBRUARY,1080925.15
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,MARCH,1299508.46
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,CUMMULATIVE JAN - MARCH,3716362.43
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,APRIL,1248774.59
Annual-Detailed-Budget-2022.pdf,2022,212010,Wages - Div IV,MAY,1151504.1
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,APPROVED BUDGET,623503.2
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,QUARTERLY BUDGETORY PROVISION,155875.8
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,JANUARY,95026.4
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,FEBRUARY,47895.6
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,MARCH,72645.57
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,CUMMULATIVE JAN - MARCH,215567.57
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,APRIL,14338.95
Annual-Detailed-Budget-2022.pdf,2022,212012,Casuals,MAY,22192.24
Annual-Detailed-Budget-2022.pdf,2022,213249,Travelling on leave/holiday allowance,APPROVED BUDGET,347964.0
Annual-Detailed-Budget-2022.pdf,2022,213249,Travelling on leave/holiday allowance,QUARTERLY BUDGETORY PROVISION,86991.0
Annual-Detailed-Budget-2022.pdf,2022,213275,Contract gratuity,APPROVED BUDGET,226096.25
Annual-Detailed-Budget-2022.pdf,2022,213275,Contract gratuity,QUARTERLY BUDGETORY PROVISION,56524.06
Annual-Detailed-Budget-2022.pdf,2022,213275,Contract gratuity,MAY,22500.0
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,APPROVED BUDGET,330000.0
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,QUARTERLY BUDGETORY PROVISION,82500.0
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,JANUARY,61665.52
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,FEBRUARY,23629.17
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,MARCH,29346.85
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,CUMMULATIVE JAN - MARCH,114641.54
Annual-Detailed-Budget-2022.pdf,2022,213291,Settling allowance,MAY,24264.88
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,APPROVED BUDGET,35127468.16
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,QUARTERLY BUDGETORY PROVISION,8781867.04
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,JANUARY,4082097.51
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,FEBRUARY,3558760.42
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,MARCH,3449807.9
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,CUMMULATIVE JAN - MARCH,11090665.83
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,APRIL,3012160.21
Annual-Detailed-Budget-2022.pdf,2022,,Personnel related costs,MAY,2552444.54
Annual-Detailed-Budget-2022.pdf,2022,214210,NAPSA,APPROVED BUDGET,728087.6
Annual-Detailed-Budget-2022.pdf,2022,214210,NAPSA,QUARTERLY BUDGETORY PROVISION,182021.9
Annual-Detailed-Budget-2022.pdf,2022,214210,NAPSA,JANUARY,120632.9
Annual-Detailed-Budget-2022.pdf,2022,214210,NAPSA,CUMMULATIVE JAN - MARCH,120632.9
Annual-Detailed-Budget-2022.pdf,2022,214210,NAPSA,MAY,174214.74
Annual-Detailed-Budget-2022.pdf,2022,214220,Madson insurance,APPROVED BUDGET,187005.6
Annual-Detailed-Budget-2022.pdf,2022,214220,Madson insurance,MARCH,53498.12
Annual-Detailed-Budget-2022.pdf,2022,214220,Madson insurance,CUMMULATIVE JAN - MARCH,53498.12
Annual-Detailed-Budget-2022.pdf,2022,214220,Madson insurance,APRIL,28259.05
Annual-Detailed-Budget-2022.pdf,2022,214220,Madson insurance,MAY,28244.23
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,APPROVED BUDGET,762561.0
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,QUARTERLY BUDGETORY PROVISION,190640.25
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,JANUARY,122240.7
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,MARCH,120513.48
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,CUMMULATIVE JAN - MARCH,242754.18
Annual-Detailed-Budget-2022.pdf,2022,214225,LASF,APRIL,6457.76
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,APPROVED BUDGET,52951.1
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,QUARTERLY BUDGETORY PROVISION,13237.78
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,MARCH,2850.0
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,CUMMULATIVE JAN - MARCH,2850.0
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,APRIL,4412.59
Annual-Detailed-Budget-2022.pdf,2022,214240,FIRESUZ CONT.,MAY,20000.0
Annual-Detailed-Budget-2022.pdf,2022,214250,ZCTU CONT.,APPROVED BUDGET,123031.0
Annual-Detailed-Budget-2022.pdf,2022,214250,ZCTU CONT.,QUARTERLY BUDGETORY PROVISION,30757.75
Annual-Detailed-Budget-2022.pdf,2022,214250,ZCTU CONT.,MARCH,10252.6
Annual-Detailed-Budget-2022.pdf,2022,214250,ZCTU CONT.,CUMMULATIVE JAN - MARCH,10252.6
Annual-Detailed-Budget-2022.pdf,2022,214250,ZCTU CONT.,APRIL,15983.66
Annual-Detailed-Budget-2022.pdf,2022,214260,ZULAWU CONT.,APPROVED BUDGET,250954.0
Annual-Detailed-Budget-2022.pdf,2022,214260,ZULAWU CONT.,QUARTERLY BUDGETORY PROVISION,62738.5
Annual-Detailed-Budget-2022.pdf,2022,214260,ZULAWU CONT.,APRIL,40240.51
Annual-Detailed-Budget-2022.pdf,2022,214260,ZULAWU CONT.,MAY,27500.0
Annual-Detailed-Budget-2022.pdf,2022,214270,ZRA,APPROVED BUDGET,600000.0
Annual-Detailed-Budget-2022.pdf,2022,214270,ZRA,QUARTERLY BUDGETORY PROVISION,150000.0
Annual-Detailed-Budget-2022.pdf,2022,214270,ZRA,JANUARY,30000.0
Annual-Detailed-Budget-2022.pdf,2022,214270,ZRA,CUMMULATIVE JAN - MARCH,30000.0
Annual-Detailed-Budget-2022.pdf,2022,214280,PSPF,APPROVED BUDGET,87472.92
Annual-Detailed-Budget-2022.pdf,2022,214280,PSPF,QUARTERLY BUDGETORY PROVISION,21868.23
